scharm,
X,Y
11.32309941520468,1.5909952606635083
9.87573099415205,0.6597156398104278
7.792397660818715,0.5303317535545033
6.425438596491229,0.28009478672985866
5.336257309941521,0.5303317535545036
5.855263157894738,0.4293838862559247
5.91374269005848,0.31990521327014276
5.635964912280704,0.30000000000000093
5.336257309941521,0.3597156398104271
4.941520467836256,0.40094786729857845
5.248538011695906,0.319905213270143
5.277777777777776,0.2900473933649297
5.416666666666667,0.19052132701421853
4.83918128654971,0.22037914691943183
4.824561403508773,0.2402843601895741
4.766081871345029,0.2616113744075834
4.612573099415206,0.3000000000000005
4.305555555555556,0.3298578199052138
4.09356725146199,0.30000000000000004
3.925438596491228,0.2402843601895741
4.415204678362573,0.20047393364929045
4.568713450292399,0.17914691943128003
4.714912280701754,0.06966824644549874
3.940058479532165,0.11943127962085365
3.845029239766084,0.05971563981042749
3.1578947368421053,0.15924170616113842
2.8874269005847952,0.11090047393365055
2.850877192982456,0.10094786729857841
3.2163742690058483,0.10094786729857885
3.2821637426900585,0.11090047393364966
3.362573099415205,0.0924170616113753
3.3845029239766085,0.06824644549763104
3.2163742690058483,0.05971563981042749
3.5745614035087723,0.06966824644549874
3.676900584795322,0.048341232227488984
3.691520467836257,0.062559241706162
2.9532163742690063,0.048341232227488984
2.8801169590643276,0.06113744075829475
2.7631578947368425,0.05260663507109031
2.814327485380117,0.045497630331754024
2.7339181286549707,0.02701421800947923
2.5511695906432745,0.05402843601895757
2.6096491228070176,0.025592417061611528
2.5511695906432745,0.025592417061611528
2.4415204678362574,0.025592417061611528
2.280701754385965,0.025592417061611528
2.068713450292398,0.01706161137440798
2.06140350877193,0.022748815165877012
2.2222222222222223,0.042654028436019065
2.33187134502924,0.04407582938388632
2.3830409356725144,0.04407582938388632
